UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
697,1995,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Republican,1,,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,No,Yes,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,No,Right,No,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Rent,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,100
702,1954,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,1,,No,No,Yes,No,Yes,Private,No,No,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,No,Yes,Me,Yes,No,Yes,Yes,Yes,TMI,No,Yes,Talk,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Own,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,100
704,1980,Female,"$50,000 - $74,999",Married (no kids),High School Diploma,Democrat,1,,Yes,No,,No,Yes,Public,No,Yes,,Yes,No,No,Yes,Science,Try first,,No,Yes,No,,,Yes,,No,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,,,People,,Yes,Yes,,No,,Yes,,,Cautious,,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,No,,No,No,Yes,Yes,,No,No,Yes,Yes,No,Rent,Optimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,,No,,No,Only-child,No,No,No,82
706,1979,Male,"under $25,000",Married (w/kids),Master's Degree,Republican,0,,No,No,Yes,No,No,Public,No,No,No,,,Yes,Yes,Science,Study first,Yes,No,No,No,Receiving,Yes,No,Pragmatist,No,Yes,,,,,,,,,,Yes,,No,No,,No,No,Yes,No,Yes,Mysterious,No,No,Tunes,Technology,,,,,Yes,Supportive,No,PC,Yes,,,Yes!,No,Space,No,Online,Yes,No,Yes,No,Yay people!,Yes,Yes,No,Yes,No,Yes,No,Yes,,,,,Own,Pessimist,Mom,No,,,,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,74
709,1990,Male,"$75,000 - $100,000",Single (no kids),,Democrat,1,No,Yes,No,No,No,No,Public,No,No,No,No,Yes,Yes,No,Science,Try first,No,No,No,No,Receiving,Yes,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,No,Supportive,No,Mac,Yes,Cautious,No,Yes!,Yes,Space,No,In-person,No,No,Yes,No,Yay people!,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Rent,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
710,1981,Male,"$75,000 - $100,000",Married (no kids),Bachelor's Degree,Independent,1,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,A.M.,No,End,No,Yes,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,No,Supportive,Yes,Mac,Yes,Risk-friendly,No,Umm...,No,Socialize,No,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,101
713,1996,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Democrat,1,,,,,,,,,,,No,No,,Yes,Science,,,,No,,Giving,,,,Yes,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,No,,,,Yes,TMI,No,No,Tunes,Technology,,,,,Yes,Supportive,Yes,PC,,,,Umm...,,Space,,In-person,No,,,,,,,,,,,,,,,,Yes,Rent,Pessimist,,No,No,Yes,,Check!,Yes,No,No,Yes,,,,,,,48
715,1996,Male,"over $150,000",Married (w/kids),Current K-12,Republican,1,No,Yes,No,No,No,Yes,Public,No,No,No,No,No,Yes,Yes,Science,Try first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,No,Yes,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Demanding,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Own,Pessimist,Mom,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
718,1953,Male,"over $150,000",Married (no kids),Master's Degree,Democrat,0,,,,,,,,,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,,,,,,,,,Yes,Start,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
720,1995,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Republican,1,Yes,No,No,No,No,No,Private,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,No,No,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,Yes,A.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,No,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Own,Pessimist,Dad,No,No,Yes,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
721,1994,Male,"$75,000 - $100,000",Single (no kids),Current Undergraduate,Democrat,1,,,,,,,,,,,Yes,No,No,Yes,Art,Study first,No,Yes,Yes,No,Giving,Yes,No,,No,No,,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,,Yes,No,,Yes,Yes,No,Yes,No,,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,Yes,Yes,,No,No,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,No,No,No,Yes,No,Yes,Yes,Yes,No,,84
723,1974,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Independent,1,No,Yes,,,,,,No,Yes,No,,Yes,No,Yes,Art,Try first,No,Yes,No,Yes,,Yes,Yes,,No,Yes,Cool headed,Odd hours,Yes,,,Yes,,No,A.M.,No,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,Yes,No,Demanding,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,No,Yes,No,Yay people!,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,Yes,Yes,No,Yes,Check!,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90
725,1950,Female,"$50,000 - $74,999",Single (w/kids),Doctoral Degree,Independent,0,Yes,Yes,No,,No,No,Public,Yes,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,Yes,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,,No,No,Yes,Yes,Yes,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Demanding,Yes,PC,No,Cautious,Yes,Yes!,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Own,Pessimist,Dad,No,Yes,No,No,Check!,No,No,No,Yes,No,No,Yes,No,No,Yes,99
726,1996,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Republican,1,No,No,Yes,No,No,No,Public,Yes,No,No,No,No,,Yes,Science,,No,Yes,Yes,No,Receiving,No,,,No,No,Cool headed,Standard hours,No,Right,Yes,,,,P.M.,Yes,End,Yes,Yes,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,,,Tunes,People,,Yes,Yes,No,Yes,Supportive,No,PC,,Cautious,No,Yes!,No,Space,No,In-person,No,No,,Yes,Grrr people,Yes,No,No,,No,No,No,,No,,,,Own,Pessimist,Dad,Yes,No,Yes,,Nope,Yes,No,No,Yes,Yes,,,,Yes,,79
729,1985,Male,"$75,000 - $100,000",Married (w/kids),High School Diploma,Republican,1,,,,,No,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,,Yes,Yes,Receiving,No,,,,,Hot headed,Odd hours,No,Right,No,Yes,Yes,Yes,P.M.,No,End,Yes,Yes,Me,No,Yes,No,Yes,No,Mysterious,No,No,,,Yes,No,Yes,Yes,No,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,No,In-person,,Yes,No,,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,87
731,1963,Male,"$100,001 - $150,000",Married (w/kids),,Independent,0,No,Yes,No,No,No,No,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,No,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,End,Yes,No,Me,Yes,Yes,No,Yes,Yes,TMI,Yes,No,Talk,Technology,No,Yes,No,No,No,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,No,Online,Yes,No,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,101
733,1979,Female,"over $150,000",Married (w/kids),,Republican,0,No,No,No,,No,No,Public,Yes,Yes,No,No,Yes,No,Yes,,,Yes,,No,No,Giving,Yes,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,No,Umm...,No,Space,No,Online,No,,,,,,,,,,,,,,,,No,Own,,,No,,,,,,,,,,,,,,,33
734,1971,Male,"over $150,000",Married (w/kids),High School Diploma,Republican,1,No,No,No,Yes,Yes,Yes,Private,No,Yes,No,No,No,No,Yes,Science,Try first,No,No,No,Yes,Giving,Yes,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,End,No,No,Me,No,Yes,Yes,Yes,No,Mysterious,No,Yes,Talk,People,Yes,No,No,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,No,101
735,1995,Male,"under $25,000",Single (no kids),Current Undergraduate,Libertarian,1,No,No,No,Yes,No,Yes,Public,No,No,No,No,No,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,No,A.M.,No,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,TMI,Yes,No,Tunes,People,No,No,Yes,No,No,Demanding,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,Yes,No,No,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,No,No,No,101
737,1967,Male,,Single (w/kids),,Republican,0,,,,,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Receiving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,No,No,A.M.,Yes,Start,No,Yes,Circumstances,No,No,No,No,Yes,TMI,No,No,Talk,Technology,Yes,No,No,Yes,No,Supportive,No,Mac,No,Risk-friendly,No,Umm...,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Own,Optimist,Dad,Yes,No,No,No,Nope,No,Yes,No,Yes,Yes,No,Yes,No,No,No,97
738,1987,Female,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Independent,1,,,,,,,,,Yes,No,Yes,Yes,No,Yes,Art,Study first,Yes,No,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,Yes,Yes,No,Mysterious,No,No,Talk,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,,,,,,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,88
739,1970,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,0,Yes,Yes,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,Yes,Yes,Art,Try first,No,Yes,Yes,No,Receiving,No,No,Pragmatist,No,No,Hot headed,Standard hours,Yes,Right,Yes,Yes,Yes,Yes,P.M.,Yes,Start,No,No,Me,Yes,No,No,Yes,No,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,Yes,No,Supportive,Yes,Mac,No,Cautious,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Nope,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,100
740,NA,Female,"over $150,000",,High School Diploma,Independent,1,,,,,,,,,,,,,,,,,,,,Yes,Giving,,No,Idealist,Yes,Yes,Hot headed,Odd hours,Yes,Happy,No,No,No,Yes,P.M.,Yes,End,Yes,Yes,Me,,Yes,Yes,,No,TMI,No,No,,People,Yes,Yes,No,Yes,No,Demanding,No,PC,Yes,,Yes,,No,,,Online,No,No,Yes,Yes,Grrr people,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,74
741,1968,Male,"$50,000 - $74,999",Married (w/kids),High School Diploma,Independent,1,No,Yes,No,Yes,Yes,No,Public,No,Yes,No,Yes,No,No,Yes,Art,Study first,Yes,No,No,No,Giving,No,No,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,Yes,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,Yes,No,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Own,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,,100
742,1952,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Independent,0,,Yes,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,No,Yes,P.M.,,,,,,Yes,No,Yes,No,No,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,No,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,95
744,1984,Female,"$50,000 - $74,999",Married (no kids),Master's Degree,Independent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,,,Grrr people,,,,,,,No,,,,,No,Rent,Optimist,Mom,No,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,31
745,1981,Female,"$50,000 - $74,999",Married (w/kids),Master's Degree,Democrat,0,Yes,No,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,No,No,Receiving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,Yes,A.M.,No,End,Yes,No,Me,Yes,Yes,No,Yes,No,TMI,No,No,Talk,People,No,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Socialize,No,In-person,Yes,Yes,No,Yes,Yay people!,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,No,Yes,101
746,1981,Male,"under $25,000",Married (no kids),High School Diploma,Republican,1,,Yes,Yes,No,Yes,No,Public,Yes,Yes,No,,,No,,Science,Study first,Yes,No,No,No,Giving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,Yes,No,P.M.,No,Start,Yes,Yes,Me,No,No,Yes,No,No,TMI,Yes,No,Tunes,People,Yes,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,No,No,Yes,Yay people!,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,97
747,1965,Male,"$50,000 - $74,999",Single (no kids),Bachelor's Degree,Democrat,0,Yes,Yes,No,Yes,,Yes,,No,Yes,No,Yes,No,No,Yes,Art,,No,No,No,No,Giving,Yes,Yes,,,,Hot headed,Standard hours,No,,Yes,,Yes,No,P.M.,Yes,Start,No,No,Circumstances,No,No,No,,No,,,,Tunes,Technology,No,Yes,Yes,,No,,No,,Yes,Cautious,No,,No,Space,No,,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,,Pessimist,Dad,No,No,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,,No,No,81
748,1984,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Other,1,,,,,,,,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,No,No,No,Giving,Yes,No,Idealist,No,No,Hot headed,Standard hours,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,Supportive,Yes,PC,,,,Yes!,No,Space,No,In-person,No,Yes,Yes,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Own,Optimist,Mom,,No,Yes,,,,No,No,Yes,Yes,No,Yes,No,Yes,No,57
749,1966,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Republican,1,No,Yes,No,No,Yes,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,Study first,No,No,No,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,No,Yes,Yes,TMI,No,Yes,Talk,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,Yes,101
750,1995,Male,"$100,001 - $150,000",,Current K-12,Libertarian,0,,No,No,No,Yes,No,Public,No,No,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Odd hours,No,Right,No,Yes,No,No,P.M.,No,End,Yes,Yes,Me,Yes,Yes,Yes,No,No,Mysterious,Yes,Yes,Tunes,People,Yes,No,Yes,,No,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Own,Pessimist,Dad,No,No,No,Yes,Nope,No,No,No,Yes,Yes,No,Yes,No,Yes,No,99
751,1988,Male,"$25,001 - $50,000",Single (no kids),,Libertarian,1,,,,,,,,No,Yes,No,,No,,Yes,,Study first,,,,,Giving,,,,,,,Odd hours,,,,,,Yes,,,,Yes,No,Circumstances,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,Yes,Yes,,No,,Yes,Yes,,Rent,,,,Yes,Yes,Yes,,Yes,No,No,Yes,,No,,Yes,Yes,,32
752,1993,Female,"under $25,000",Single (no kids),Bachelor's Degree,Independent,1,Yes,Yes,No,Yes,Yes,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,No,Happy,No,No,Yes,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,Yes,No,No,TMI,No,No,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,Umm...,No,Space,No,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,101
754,1994,Male,"over $150,000",Single (no kids),,Republican,0,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,No,End,No,No,Me,Yes,Yes,No,No,Yes,Mysterious,Yes,Yes,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,Mac,No,Risk-friendly,No,Umm...,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Own,Optimist,Dad,No,No,No,Yes,Check!,No,No,No,Yes,Yes,No,Yes,No,No,Yes,101
756,1964,Female,"$100,001 - $150,000",Married (w/kids),Associate's Degree,Democrat,0,,No,No,Yes,No,No,Private,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Right,Yes,Yes,,,,,,,,,,,No,,Yes,,,,Tunes,Technology,,Yes,No,Yes,Yes,,No,,,,,,,,,,,,,,,Yes,Yes,No,,,,,No,Yes,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,,No,Yes,Yes,No,Yes,65
757,1990,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,0,No,Yes,Yes,No,No,Yes,Public,No,Yes,No,No,No,Yes,No,Science,Try first,Yes,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Odd hours,No,Right,Yes,No,Yes,No,P.M.,Yes,End,No,No,Circumstances,Yes,Yes,Yes,Yes,No,Mysterious,No,Yes,Tunes,People,No,Yes,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,Yes,Umm...,Yes,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,101
758,1996,Male,"over $150,000",Single (no kids),,Democrat,1,Yes,Yes,No,No,Yes,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,Yes,PC,,,,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Own,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,No,No,No,No,Yes,Yes,No,Yes,98
759,1996,Female,"$25,001 - $50,000",Single (no kids),Current K-12,Democrat,1,,,,,,,,,No,Yes,No,Yes,Yes,Yes,Science,Try first,No,Yes,Yes,No,Receiving,Yes,Yes,Idealist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,Yes,Yes,P.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,TMI,No,No,Tunes,People,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yay people!,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,No,Yes,Yes,77
